Date,Open,High,Low,Close,Adj Close,Volume
2018-11-13,105.187523,105.750023,102.853149,103.528152,71.084343,7750412
2018-11-14,103.668777,105.187523,103.556274,104.596901,71.818153,9918943
2018-11-15,104.625023,106.031273,104.371902,105.243774,72.262314,8814911
2018-11-16,105.187523,106.875023,104.737526,105.806274,72.648537,5537047
2018-11-19,105.862526,107.156273,105.553154,106.706276,73.266495,5155461
2018-11-20,107.493774,107.493774,105.468773,105.975029,72.764412,2673334
2018-11-21,105.468773,105.665649,101.981277,102.431274,70.331200,6426666
2018-11-22,103.331276,103.331276,100.012527,101.137527,69.442886,6231287
2018-11-26,101.278152,102.853149,100.603149,102.628151,70.466377,5022526
2018-11-27,102.346901,104.034401,101.418777,102.684402,70.505013,6727512
2018-11-28,102.318771,104.062523,102.093773,103.668777,71.180893,9281286
2018-11-29,104.034401,106.031273,100.856277,101.531273,69.713242,16395530
2018-11-30,101.812523,103.246902,100.293777,101.334396,69.578049,10573839
2018-12-03,101.868774,106.031273,101.868774,103.387527,70.987785,11107638
2018-12-04,103.162521,105.862526,102.459396,105.328148,72.320244,6304336
2018-12-05,104.118774,105.581276,102.656273,103.218773,70.871910,5774768
2018-12-06,103.218773,104.287529,102.768776,103.218773,70.871910,8600328
2018-12-07,103.387527,105.187523,101.615646,102.740646,70.543625,8378029
2018-12-10,101.531273,102.600021,99.365646,100.856277,69.249779,6431248
2018-12-11,100.012527,101.981277,99.646896,101.418777,69.635994,6514193
2018-12-12,101.756271,103.387527,101.643776,102.684402,70.505013,7396629
2018-12-13,102.571899,102.937523,101.868774,102.684402,70.505013,4251108
2018-12-14,102.093773,104.765648,101.531273,104.456276,71.721596,9276710
2018-12-17,106.875023,110.559402,106.706276,108.309402,74.367226,23727234
2018-12-18,108.506279,110.812531,107.381279,110.446899,75.834869,15507368
2018-12-19,109.715652,112.218781,109.715652,111.937531,76.858368,11434466
2018-12-20,110.840652,111.909401,109.631279,111.346901,76.452827,7938383
2018-12-21,111.375031,111.993774,110.053154,110.756279,76.047318,8722621
2018-12-24,110.812531,111.262527,108.675026,109.096901,74.907936,8563441
2018-12-26,108.900024,110.418777,107.634399,109.856277,75.429337,4766041
2018-12-27,109.715652,112.218781,108.843781,110.559402,75.912125,46486470
2018-12-28,111.093781,111.571899,110.025024,110.840652,76.105225,5142112
2018-12-31,110.643776,112.500031,110.250031,111.740654,76.723190,6317785
2019-01-01,111.065651,112.781281,110.306274,112.500031,77.244598,3961625
2019-01-02,111.993774,112.500031,109.125031,109.828156,75.410042,7876559
2019-01-03,109.631279,109.687531,108.000031,108.590652,74.560341,7942863
2019-01-04,108.731277,110.671906,107.662529,110.193779,75.661072,4017540
2019-01-07,110.306274,111.881279,110.165649,111.628151,76.645950,3592512
2019-01-08,111.318779,111.656281,110.137527,111.009399,76.221085,3990870
2019-01-09,111.009399,111.796906,110.025024,111.150024,76.317650,4087529
2019-01-10,111.065651,111.065651,109.631279,110.053154,75.564522,3589725
2019-01-11,109.631279,110.193779,108.703156,109.321899,75.062424,2995789
2019-01-14,109.153152,109.321899,107.437523,108.281281,74.347916,5370460
2019-01-15,111.937531,111.937531,107.100029,108.253151,74.328606,11498868
2019-01-16,108.281281,109.209404,107.775024,108.000031,74.154808,8515441
2019-01-17,108.000031,109.434402,108.000031,109.068779,74.888641,5325531
2019-01-18,109.125031,110.643776,108.281281,108.900024,74.772766,4366941
2019-01-21,109.096901,109.518776,107.240654,107.578148,73.865128,4067143
2019-01-22,107.437523,107.578148,106.031273,106.706276,73.266495,3577455
2019-01-23,106.621902,107.718773,104.456276,104.793777,71.953331,6173490
2019-01-24,105.018776,106.368774,104.371902,105.046898,72.127121,6157088
2019-01-25,105.525024,106.368774,104.203148,104.540649,71.779533,3868441
2019-01-28,104.625023,106.087524,102.375023,105.637527,72.532669,7440853
2019-01-29,105.075027,105.637527,103.303146,104.400024,71.682991,17469350
2019-01-30,104.118774,105.693779,103.162521,105.243774,72.262314,12711500
2019-01-31,106.031273,107.718773,105.075027,106.087524,72.841652,25774313
2019-02-01,107.409401,107.915649,104.568779,106.987526,73.459602,9474849
2019-02-04,106.593773,106.593773,103.359398,103.837524,71.296761,3678667
2019-02-05,103.556274,105.159401,103.218773,104.681274,71.876099,5500377
2019-02-06,104.765648,106.171898,103.921898,105.075027,72.146461,4322649
2019-02-07,105.159401,105.581276,103.500023,103.837524,71.296761,4309303
2019-02-08,103.837524,105.721901,101.531273,101.812523,69.906357,7692145
2019-02-11,101.025024,103.050026,100.040649,102.571899,70.427765,7913450
2019-02-12,102.937523,104.850029,101.503151,101.953148,70.002914,11930402
2019-02-14,99.843773,100.603149,97.031273,98.409401,67.569710,36962390
2019-02-15,100.350021,102.487526,99.900024,102.093773,70.099464,16005610
2019-02-18,102.065651,103.218773,100.996902,101.671898,69.809799,7973918
2019-02-19,101.390648,102.937523,100.631271,100.940651,69.307716,10824411
2019-02-20,101.671898,102.712524,100.462524,102.262527,70.215332,9658184
2019-02-21,102.768776,102.937523,101.728149,102.262527,70.215332,9197823
2019-02-22,102.206276,102.712524,101.531273,102.318771,70.253960,12182132
2019-02-25,101.812523,102.656273,100.406273,102.346901,70.273254,29907322
2019-02-26,100.968773,102.768776,100.603149,101.925026,69.983597,13683801
2019-02-27,101.981277,103.668777,101.165649,102.065651,70.080154,13566494
2019-02-28,102.881271,103.921898,101.587524,102.853149,70.620872,69863939
2019-03-01,102.993774,103.359398,102.431274,103.050026,70.756050,7227772
2019-03-05,103.500023,104.315651,102.712524,102.937523,70.678802,15733697
2019-03-06,102.993774,104.850029,102.206276,103.781273,71.258141,20336766
2019-03-07,105.187523,106.593773,103.837524,105.271904,72.281631,12295538
2019-03-08,105.750023,106.003151,104.203148,105.187523,72.223686,6211299
2019-03-11,106.031273,110.250031,105.609398,109.293777,75.043114,17678891
2019-03-12,109.490654,113.625031,109.490654,110.446899,75.834869,26457157
2019-03-13,111.431274,111.515656,108.618774,109.546906,75.216927,6930222
2019-03-14,106.284401,106.734398,105.328148,105.525024,75.467674,8466765
2019-03-15,105.243774,109.237526,105.243774,108.703156,77.740562,14301914
